id,name,objectType,country,regon,countryCd,pib,institutionUuid,lNumber,managerName,eMail,nip,www,iKindName,postalCd,bNumber,phone,iStartDT,dataSource,status,statusCode,city,siTypeName,street,voivodeship,lastRefresh,krs,institutionUid,siTypeCd,uTypeCd,voivodeshipCode,addresses,supervisingInstitutions,statuses,types,names
36d0490f-918d-4529-893c-b4794bf35b7f,Gliwicka Wyższa Szkoła Przedsiębiorczości w likwidacji,REPORTS_INSTITUTION,Polska,240156584,167,0,36d0490f-918d-4529-893c-b4794bf35b7f,,,,6312466131,http://www.gwsp.gliwice.pl/,,44-100,,32/461-21-43,,POLON,W likwidacji,2,Gliwice,,ul. Bojkowska,śląskie,1750836895066,,b_uqjA6cBO5lQg_njy8V__A,,,12,Polska | śląskie | Gliwice | 44-100 | ul. Bojkowska |  |  | 2005-08-31,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2005-08-31,Działająca | 2005-08-31 ; W likwidacji | 2019-05-15,zawodowa | 2005-08-31,Gliwicka Wyższa Szkoła Przedsiębiorczości w Gliwicach | 2005-08-31 ; Gliwicka Wyższa Szkoła Przedsiębiorczości w likwidacji | 2019-05-15
52307719-d5a8-4e16-8c65-acc1f011e9bb,Główny Instytut Górnictwa - Państwowy Instytut Badawczy,REPORTS_INSTITUTION,Polska,000023461,167,1,52307719-d5a8-4e16-8c65-acc1f011e9bb,,Jarosław,,6340126016,http://www.gig.eu,,40-166,,32 259 2000,,POLON,Działająca,1,Katowice,instytut badawczy,pl. Gwarków,śląskie,1770371497113,,bDVT6eE951oVevqx9vwsANA,1,,12,Polska | śląskie | Katowice | 40-166 | pl. Gwarków |  |  | 1925-01-11,b19d0545-dcf0-4f9c-8414-9328e1831c24 | Minister Gospodarki | 1925-01-11 ; ea92a74d-9594-48bf-9e03-4de781cff5b8 | Minister Rozwoju i Technologii (poprzednio MRPiT) | 2015-11-17 ; 5bd5c28a-b763-43c7-86b0-79a4cc745664 | Minister Energii | 2016-08-31 ; 47506fc2-1121-4343-8a42-88bcb21bdd3f | Minister Aktywów Państwowych | 2021-07-06 ; f9e9ba22-a913-44c1-9453-db011acff8e8 | Minister Przemysłu | 2024-03-01 ; e6ac9fdc-1925-40c8-bd7d-6870cc87b78d | Minister Energii | 2025-08-21,Działająca | 1925-01-11,instytut badawczy | 1925-01-11,Główny Instytut Górnictwa - Państwowy Instytut Badawczy | 2023-08-08 ; Główny Instytut Górnictwa | 1925-01-11
cee92955-8bfb-4663-866a-3b5e3c2497e4,Główny Urząd Miar,REPORTS_INSTITUTION,Polska,010415420,167,0,cee92955-8bfb-4663-866a-3b5e3c2497e4,,,,5251008361,https://www.gum.gov.pl/,,00-139,," 22 581 93 99 ",,POLON,Działająca,1,Warszawa,inna instytucja naukowa,ul. Elektoralna,mazowieckie,1751440505402,,,4,,7,Polska | mazowieckie | Warszawa | 00-139 | ul. Elektoralna |  |  | 1919-04-01,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1919-04-01,Działająca | 1919-04-01,inna instytucja naukowa | 1919-04-01,Główny Urząd Miar | 1919-04-01
03ca86cb-b0f4-4a24-878b-cc6acc814ce5,Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie,REPORTS_INSTITUTION,Polska,634425616,167,0,03ca86cb-b0f4-4a24-878b-cc6acc814ce5,,Krzysztof,,7842220668,https://milenium.edu.pl,,62-200,,614257570,,POLON,Działająca,1,Gniezno,,ul. Leopolda Okulickiego,wielkopolskie,1750836897054,,b3VCTSWRwLK9at0Boh06wTw,,,15,Polska | wielkopolskie | Gniezno | 62-200 | ul. Wincentego Pstrowskiego |  |  | 2003-01-23 ; Polska | wielkopolskie | Gniezno | 62-200 | ul. Leopolda Okulickiego |  |  | 2018-02-06,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2003-01-23,Działająca | 2003-01-23,zawodowa | 2003-01-23,Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie | 2003-01-23
60fd47f0-db0f-4cd8-9a50-9d1e0b509ac3,Górnośląska Wyższa Szkoła Pedagogiczna im. Kardynała Augusta Hlonda w likwidacji z siedzibą w Mysłowicach,REPORTS_INSTITUTION,Polska,272791924,167,0,60fd47f0-db0f-4cd8-9a50-9d1e0b509ac3,,,,2220041628,http://wsew.edu.pl,,41-400,,32 225 39 30,,POLON,Zlikwidowana,3,Mysłowice,,ul. Powstańców,śląskie,1750836894958,,bJKFxrCrUWKPqf9aeELJLlA,,,12,Polska | śląskie | Mysłowice | 41-400 | ul. Powstańców |  |  | 1995-12-29,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1995-12-29,Działająca | 1995-12-29 ; Zlikwidowana | 2017-12-19,zawodowa | 1995-12-29,Górnośląska Wyższa Szkoła Pedagogiczna im. Kard. Augusta Hlonda w Mysłowicach | 1995-12-29 ; Górnośląska Wyższa Szkoła Pedagogiczna im. Kardynała Augusta Hlonda w likwidacji z siedzibą w Mysłowicach | 2017-01-25 ; Górnośląska Wyższa Szkoła Pedagogiczna imienia Kardynała Augusta Hlonda | 2002-01-08
7f4f1137-4b6a-451b-a9c9-8722effdbe7d,Górnośląska Wyższa Szkoła Przedsiębiorczości im. Karola Goduli,REPORTS_INSTITUTION,Polska,276591004,167,0,7f4f1137-4b6a-451b-a9c9-8722effdbe7d,,Krystyna,,6272351277,https://www.gwsp.edu.pl/,,41-506,,32 349 48 02,,POLON,Działająca,1,Chorzów,,ul. Racławicka,śląskie,1760958005711,,bvfqwWCk3dzMPKrsntBakZQ,,,12,Polska | śląskie | Chorzów | 41-506 | ul. Racławicka |  |  | 1999-07-30 ; Polska | śląskie | Chorzów | 41-506 | ul. Racławicka |  |  | 2025-08-01,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1999-07-30,Działająca | 1999-07-30,zawodowa | 1999-07-30,Górnośląska Wyższa Szkoła Przedsiębiorczości im. Karola Goduli w Chorzowie | 1999-07-30 ; Górnośląska Wyższa Szkoła Przedsiębiorczości im. Karola Goduli | 2025-10-20
d9596681-3bcf-4dba-b711-9796e0ac7f30,IBD Business School Sp. z o.o.,REPORTS_INSTITUTION,Polska,010983354,167,0,d9596681-3bcf-4dba-b711-9796e0ac7f30,,,,5222383056,http://www.ibd.pl,,03-704,,226188583,,POLON,Działająca,1,Warszawa,inna instytucja naukowa,ul. Panieńska,mazowieckie,1750836897118,,bsy3IgJ_tn0iEYZQdbdXIeA,4,,7,Polska | mazowieckie | Warszawa | 03-704 | ul. Panieńska |  |  | 2005-11-14,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2005-11-14,Działająca | 2005-11-14,inna instytucja naukowa | 2005-11-14,Instytut Rozwoju Biznesu Sp. z o.o. | 2005-11-14 ; IBD Business School Sp. z o.o. | 2015-01-01
a431df75-4ed6-4247-92c5-92dff4e14e6a,IDEAS NCBR SP. Z O.O.,REPORTS_INSTITUTION,Polska,388065786,167,0,a431df75-4ed6-4247-92c5-92dff4e14e6a,,Małgorzata,,7011017605,https://ideas-ncbr.pl/,,00-801,,+48 539 698 327,,POLON,Działająca,1,Warszawa,inna instytucja naukowa,ul. Chmielna,mazowieckie,1756882273314,0000880113,,4,,7,Polska | mazowieckie | Warszawa | 00-801 | ul. Chmielna |  |  | 2020-12-23,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2020-12-23,Działająca | 2020-12-23,inna instytucja naukowa | 2020-12-23,IDEAS NCBR SP. Z O.O. | 2020-12-23
22a50212-2f2b-4a34-a406-34bdb34ab8bb,InLife Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,001289340,167,0,22a50212-2f2b-4a34-a406-34bdb34ab8bb,,Monika,,7390504515,http://www.pan.olsztyn.pl,,10-683,,+48 89 5003200,,POLON,Działająca,1,Olsztyn,instytut naukowy PAN,ul. Władysława Trylińskiego,warmińsko-mazurskie,1769087704933,,bDLTdHpVtaG-qqbFfKZt8ug,2,,14,Polska | warmińsko-mazurskie | Olsztyn | 10-748 | ul. Juliana Tuwima |  |  | 1988-04-01 ; Polska | warmińsko-mazurskie | Olsztyn | 10-683 | ul. Władysława Trylińskiego |  |  | 2025-01-08,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1988-04-01,Działająca | 1988-04-01,instytut naukowy PAN | 1988-04-01,InLife Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk | 2025-11-13 ; Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk | 1988-04-01
b1d3f056-c144-4482-a61a-d169c8b67693,Instytut Agrofizyki im. Bohdana Dobrzańskiego Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000326380,167,0,b1d3f056-c144-4482-a61a-d169c8b67693,,Cezary,,9461824287,http://www.ipan.lublin.pl,,20-290,,+48/81/74-450-61,,POLON,Działająca,1,Lublin,instytut naukowy PAN,ul. Doświadczalna,lubelskie,1750836894889,,bTys6lup8WXcMPxvFMpH6iw,2,,3,Polska | lubelskie | Lublin | 20-290 | ul. Doświadczalna |  |  | 1968-10-01,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1968-10-01,Działająca | 1968-10-01,instytut naukowy PAN | 1968-10-01,Instytut Agrofizyki im. Bohdana Dobrzańskiego Polskiej Akademii Nauk | 1968-10-01
d3a89b3f-bf3a-43de-b02b-c61eed193d69,Instytut Allerhanda,REPORTS_INSTITUTION,Polska,121345308,167,0,d3a89b3f-bf3a-43de-b02b-c61eed193d69,,,,6762429176,http://www.allerhand.pl,,31-115,,12 341 46 48,,POLON,Wykreślona z wykazu,8,Kraków,inna instytucja naukowa,pl. gen. Władysława Sikorskiego,małopolskie,1750836896829,,bPFjkBA3z5_MY-a19tmWUJg,4,,6,Polska | małopolskie | Kraków | 31-115 | pl. gen. Władysława Sikorskiego |  |  | 2010-09-22,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2022-04-29,Działająca | 2010-09-22 ; Wykreślona z wykazu | 2023-04-20,inna instytucja naukowa | 2010-09-22,Instytut Allerhanda | 2010-09-22
d1b51967-3814-49e3-a522-d20d8eb32d9a,Instytut Archeologii i Etnologii Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000325788,167,0,d1b51967-3814-49e3-a522-d20d8eb32d9a,,MARIAN,,5250008844,http://www.iaepan.edu.pl,,00-140,,22 624 01 00,,POLON,Działająca,1,Warszawa,instytut naukowy PAN,"Aleja ""Solidarności""",mazowieckie,1750836897100,,bJjSI9Xh5XWd377BL7x5oLA,2,,7,"Polska | mazowieckie | Warszawa | 00-140 | Aleja ""Solidarności"" |  |  | 1953-11-19",2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1953-11-19,Działająca | 1953-11-19,instytut naukowy PAN | 1953-11-19,Instytut Archeologii i Etnologii Polskiej Akademii Nauk | 1953-11-19
a2cb9ebb-169f-4959-8688-de8d651e0220,Instytut Automatyki Systemów Energetycznych Sp. z o.o.,REPORTS_INSTITUTION,Polska,020606454,167,0,a2cb9ebb-169f-4959-8688-de8d651e0220,,Wojciech,,8960005466,http://www.iase.wroc.pl,,51-618,,713484221,,POLON,Działająca,1,Wrocław,inna instytucja naukowa,ul. Wystawowa,dolnośląskie,1750836897211,,b0Tmprp_686Z0HF4kV1B7zQ,4,,1,Polska | dolnośląskie | Wrocław | 51-618 | ul. Wystawowa |  |  | 1962-05-11,64a8bb46-7676-413e-adea-92bfa6726481 | Minister Skarbu Państwa | 1962-05-11 ; 2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2022-04-29,Działająca | 1962-05-11,inna instytucja naukowa | 1962-05-11,Instytut Automatyki Systemów Energetycznych Sp. z o.o. | 1962-05-11
b22c8634-6380-4c6f-ac79-183f13dfd630,Instytut Badań Edukacyjnych - Państwowy Instytut Badawczy,REPORTS_INSTITUTION,Polska,000178235,167,1,b22c8634-6380-4c6f-ac79-183f13dfd630,,Maciej,,5250008695,http://www.ibe.edu.pl,,01-180,,22 24 17 100,,POLON,Działająca,1,Warszawa,instytut badawczy,ul. Górczewska,mazowieckie,1750836916373,0000113990,bcXVrAvJyc42RJLVjtJUhJQ,1,,7,Polska | mazowieckie | Warszawa | 01-180 | ul. Górczewska |  |  | 1990-07-01,29ee8a6f-a20d-4c41-8abd-75b1e4cd38aa | Minister Edukacji Narodowej | 1990-07-01,Działająca | 1990-07-01,instytut badawczy | 1990-07-01,Instytut Badań Edukacyjnych | 1990-07-01 ; Instytut Badań Edukacyjnych - Państwowy Instytut Badawczy | 2025-01-01
d80ed972-f1c4-4627-ae82-0f00779dbd0f,Instytut Badań i Rozwoju Motoryzacji BOSMAL Sp. z o.o.,REPORTS_INSTITUTION,Polska,072907563,167,0,d80ed972-f1c4-4627-ae82-0f00779dbd0f,,,,5472013159,http://www.bosmal.com.pl,,43-300,,33 8130540,,POLON,Działająca,1,Bielsko-Biała,inna instytucja naukowa,ul. Sarni Stok,śląskie,1750836897035,,bK-KqITvsqd-22B6IBKOZnA,4,,12,Polska | śląskie | Bielsko-Biała | 43-300 | ul. Sarni Stok |  |  | 1972-04-01,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2022-04-29,Działająca | 1972-04-01,inna instytucja naukowa | 1972-04-01,Instytut Badań i Rozwoju Motoryzacji BOSMAL Sp. z o.o. | 1972-04-01
3c9cd6a7-306c-491d-bf77-811eec2fdef5,Instytut Badań Literackich Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000325771,167,0,3c9cd6a7-306c-491d-bf77-811eec2fdef5,,Grzegorz,,5250008459,http://www.ibl.waw.pl,,00-330,,22 826 99 45,,POLON,Działająca,1,Warszawa,instytut naukowy PAN,ul. Nowy Świat,mazowieckie,1774524605537,,bAo34UoX0XIwK2rusa5QrAw,2,,7,Polska | mazowieckie | Warszawa | 00-330 | ul. Nowy Świat |  |  | 1948-08-06,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1948-08-06,Działająca | 1948-08-06,instytut naukowy PAN | 1948-08-06,Instytut Badań Literackich Polskiej Akademii Nauk | 1948-08-06
cc95a2ad-4469-4b6f-85f9-64476d8eb5f0,"Instytut Badań Rynku, Konsumpcji i Koniunktur - PIB",REPORTS_INSTITUTION,Polska,000136780,167,1,cc95a2ad-4469-4b6f-85f9-64476d8eb5f0,,,,5250009447,http://www.ibrkk.pl,,02-001,,22 628-55-85,,POLON,Zlikwidowana,3,Warszawa,instytut badawczy,al. Aleje Jerozolimskie,mazowieckie,1750836897182,,bR31VRqzyW9ROi3kMsgb8Mw,1,,7,Polska | mazowieckie | Warszawa | 02-001 | al. Aleje Jerozolimskie |  |  | 2007-01-01,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2007-01-01 ; b19d0545-dcf0-4f9c-8414-9328e1831c24 | Minister Gospodarki | 2013-01-18 ; ea92a74d-9594-48bf-9e03-4de781cff5b8 | Minister Rozwoju i Technologii (poprzednio MRPiT) | 2015-11-16,Działająca | 2007-01-01 ; Zlikwidowana | 2018-09-22,instytut badawczy | 2007-01-01,"Instytut Badań Rynku, Konsumpcji i Koniunktur | 2007-01-01 ; Instytut Badań Rynku, Konsumpcji i Koniunktur - PIB | 2017-11-15 ; Instytut Badań Rynku, Konsumpcji i Koniunktur - Państwowy Instytut Badawczy | 2017-11-14"
fe0251f2-3765-4045-91af-9e1b55dbd752,Instytut Badań Systemowych Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000686434,167,0,fe0251f2-3765-4045-91af-9e1b55dbd752,,Sławomir,,5250008608,http://www.ibspan.waw.pl,,01-447,,223810275,,POLON,Działająca,1,Warszawa,instytut naukowy PAN,ul. Newelska,mazowieckie,1750836896849,,bT0wgNmw2NF3tmKZFz7D7bQ,2,,7,Polska | mazowieckie | Warszawa | 01-447 | ul. Newelska |  |  | 1976-12-01,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1976-12-01,Działająca | 1976-12-01,instytut naukowy PAN | 1976-12-01,Instytut Badań Systemowych Polskiej Akademii Nauk | 1976-12-01
6adbb920-922a-4cc1-9f5a-c0300a1beac0,Instytut Badawczy Dróg i Mostów,REPORTS_INSTITUTION,Polska,000127686,167,0,6adbb920-922a-4cc1-9f5a-c0300a1beac0,,Janusz,,5250007661,http://www.ibdim.edu.pl,,03-302,,22 814 50 25,,POLON,Działająca,1,Warszawa,instytut badawczy,ul. Instytutowa,mazowieckie,1772626505500,0000158240,bYiKpYKuo0ityrHTAkJjFxQ,1,,7,Polska | mazowieckie | Warszawa | 03-302 | ul. Instytutowa |  |  | 1955-01-01,"71a66710-c6dd-4862-b0dc-e53c27ca8e5f | Minister Transportu, Budownictwa i Gospodarki Morskiej | 1955-01-01 ; 83952504-3c9d-4c32-ac88-181377c50554 | Minister Infrastruktury i Rozwoju | 2013-11-27 ; 311faa11-6721-4dcd-a93c-a1a4492c755e | Minister Infrastruktury (poprzednio MiB) | 2016-01-14",Działająca | 1955-01-01,instytut badawczy | 1955-01-01,Instytut Badawczy Dróg i Mostów | 1955-01-01
09b2728a-ea5c-4abc-8b53-c7807d72784d,Instytut Badawczy IDEAS,REPORTS_INSTITUTION,Polska,541475394,167,0,09b2728a-ea5c-4abc-8b53-c7807d72784d,,Piotr,,5253042617,www.ideas.edu.pl,,00-060,,691 669 396,,POLON,Działająca,1,Warszawa,instytut badawczy,ul. Królewska,mazowieckie,1765451705903,0001167539,,1,,7,Polska | mazowieckie | Warszawa | 00-060 | ul. Królewska |  |  | 2025-02-27,04fb00a8-4327-4852-af74-6ec3060573d2 | Minister Cyfryzacji | 2025-02-27,Działająca | 2025-02-27,instytut badawczy | 2025-02-27,Instytut Badawczy IDEAS | 2025-02-27
60c45b1a-37ec-4cae-ac91-5b1ed5bcc8ab,Instytut Badawczy Leśnictwa,REPORTS_INSTITUTION,Polska,000115832,167,0,60c45b1a-37ec-4cae-ac91-5b1ed5bcc8ab,,Stanisław,,5250009200,http://www.ibles.pl,,05-090,,22 7150 300,,POLON,Działająca,1,Sękocin Stary,instytut badawczy,ul. Braci Leśnej,mazowieckie,1750836896806,0000039417,bk6a4u9UDD_o3fTovGAeczg,1,,7,Polska | mazowieckie | Sękocin Stary | 05-090 | ul. Braci Leśnej |  |  | 1930-07-17,39d86820-f093-46f4-a6bf-facd6137b25a | Minister Klimatu i Środowiska (poprzednio MŚiK) | 1930-07-17,Działająca | 1930-07-17,instytut badawczy | 1930-07-17,Instytut Badawczy Leśnictwa | 1930-07-17
8f90fc81-2eaa-4d08-a7e8-633f3477839c,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000325819,167,0,8f90fc81-2eaa-4d08-a7e8-633f3477839c,,Jarosław,,5261039742,http://www.ibb.edu.pl,,02-106,,22-592-21-45,,POLON,Działająca,1,Warszawa,instytut naukowy PAN,ul. Adolfa Pawińskiego,mazowieckie,1767181880700,,bKH7OhxrOAmP_ULnBGYKnJQ,2,,7,Polska | mazowieckie | Warszawa | 02-106 | ul. Adolfa Pawińskiego |  |  | 1957-03-14,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1957-03-14,Działająca | 1957-03-14,instytut naukowy PAN | 1957-03-14,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk | 1957-03-14
399f9c59-9808-4097-8a56-2e137e38b932,Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000570832,167,0,399f9c59-9808-4097-8a56-2e137e38b932,,Piotr,,5250009453,http://www.ibib.waw.pl,,02-109,,225925940,,POLON,Działająca,1,Warszawa,instytut naukowy PAN,ul. Księcia Trojdena,mazowieckie,1750836895018,,bkEpmzcrGCPt0315VKw4X4A,2,,7,Polska | mazowieckie | Warszawa | 02-109 | ul. Księcia Trojdena |  |  | 1975-07-15,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1975-07-15,Działająca | 1975-07-15,instytut naukowy PAN | 1975-07-15,Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza Polskiej Akademii Nauk | 1975-07-15
7e6a6744-0ecc-436c-8679-0b07306a9ac6,Instytut BioInfoBank,REPORTS_INSTITUTION,Polska,639594588,167,0,7e6a6744-0ecc-436c-8679-0b07306a9ac6,,,,7792069323,http://bioinfo.pl,,61-809,,618643350,,POLON,Wykreślona z wykazu,8,Poznań,inna instytucja naukowa,ul. Święty Marcin,wielkopolskie,1750836894888,,bBArHM_bYsJ5Go_0Xd7zWlw,4,,15,Polska | wielkopolskie | Poznań | 61-809 | ul. Święty Marcin |  |  | 2002-03-21,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2002-03-21,Działająca | 2002-03-21 ; Wykreślona z wykazu | 2023-04-20,inna instytucja naukowa | 2002-03-21,Instytut BioInfoBank | 2002-03-21
cd9df9ee-5c47-4b8c-bda2-b903eac95559,Instytut Biologii Doświadczalnej im. Marcelego Nenckiego Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000325825,167,0,cd9df9ee-5c47-4b8c-bda2-b903eac95559,,Agnieszka,,5250009269,http://www.nencki.edu.pl,,02-093,,22 5892207,,POLON,Działająca,1,Warszawa,instytut naukowy PAN,ul. Ludwika Pasteura,mazowieckie,1750836896938,,b8KxaPPV_aM8-YLJlYjQq8Q,2,,7,Polska | mazowieckie | Warszawa | 02-093 | ul. Ludwika Pasteura |  |  | 1918-01-01,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1918-01-01,Działająca | 1918-01-01,instytut naukowy PAN | 1918-01-01,Instytut Biologii Doświadczalnej im. Marcelego Nenckiego Polskiej Akademii Nauk | 1918-01-01
dae57100-90d0-49b9-9340-339ce9141f2b,Instytut Biologii Medycznej Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,100492431,167,0,dae57100-90d0-49b9-9340-339ce9141f2b,,Jarosław,,9820352085,http://www.ibmpan.pl,,93-232,,42 27 23 633,,POLON,Działająca,1,Łódź,instytut naukowy PAN,ul. Lodowa,łódzkie,1750836896962,,bcB7lhI2W2VhoN2PnIDHK1w,2,,5,Polska | łódzkie | Łódź | 93-232 | ul. Lodowa |  |  | 2003-07-01,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 2003-07-01,Działająca | 2003-07-01,instytut naukowy PAN | 2003-07-01,Instytut Biologii Medycznej Polskiej Akademii Nauk | 2003-07-01
bde8e353-79e5-45f4-8f74-a372934b80ba,Instytut Biologii Ssaków Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000326285,167,0,bde8e353-79e5-45f4-8f74-a372934b80ba,,Tomasz,,5431225396,http://www.ibs.bialowieza.pl,,17-230,,85 682 77 50,,POLON,Działająca,1,Białowieża,instytut naukowy PAN,ul. Stoczek,podlaskie,1768227305345,,bL0Qk8rG-imVKtCH3HYLLAA,2,,10,Polska | podlaskie | Białowieża | 17-230 | ul. Stoczek |  |  | 1957-01-01,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1957-01-01,Działająca | 1957-01-01,instytut naukowy PAN | 1957-01-01,Instytut Biologii Ssaków Polskiej Akademii Nauk | 1957-01-01
b76268af-d34c-4c6f-ab03-87e2049fa666,Instytut Biotechnologii i Medycyny Molekularnej,REPORTS_INSTITUTION,Polska,360589614,167,0,b76268af-d34c-4c6f-ab03-87e2049fa666,,Dawid,,9571076610,WWW.IBMM.PL,,80-180,,(+48)58 6907182,,POLON,Działająca,1,Gdańsk,inna instytucja naukowa,ul. Kampinoska,pomorskie,1750836897022,,,4,,11,Polska | pomorskie | Gdańsk | 80-172 | ul. Trzy Lipy |  |  | 2015-01-26 ; Polska | pomorskie | Gdańsk | 80-180 | ul. Kampinoska |  |  | 2021-07-23,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2015-01-26,Działająca | 2015-01-26,inna instytucja naukowa | 2015-01-26,Instytut Biotechnologii i Medycyny Molekularnej | 2015-01-26
0e8f33a2-7d2c-4765-a697-b104163eb1ac,Instytut Biotechnologii Przemysłu Rolno-Spożywczego im. prof. Wacława Dąbrowskiego – Państwowy Instytut Badawczy,REPORTS_INSTITUTION,Polska,000053835,167,1,0e8f33a2-7d2c-4765-a697-b104163eb1ac,,Marek,,5250008264,http://www.ibprs.pl/,,02-532,,(22) 606 36 00,,POLON,Działająca,1,Warszawa,instytut badawczy,ul. Rakowiecka,mazowieckie,1750836894890,0000126823,beGpESG6icEeopJ3VnMkvIw,1,,7,Polska | mazowieckie | Warszawa | 02-532 | ul. Rakowiecka |  |  | 1949-09-20,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1949-09-20 ; b8ccc265-859a-4ca1-9579-60150e8908a4 | Minister Rolnictwa i Rozwoju Wsi | 2013-02-11,Działająca | 1949-09-20,instytut badawczy | 1949-09-20,Instytut Biotechnologii Przemysłu Rolno-Spożywczego | 1949-09-20 ; Instytut Biotechnologii Przemysłu Rolno-Spożywczego im. prof. Wacława Dąbrowskiego – Państwowy Instytut Badawczy | 2021-01-05 ; Instytut Biotechnologii Przemysłu Rolno-Spożywczego im. prof. Wacława Dąbrowskiego | 2012-09-07
c21fd2c0-91d1-4bec-849c-ed0cf62231ec,Instytut Botaniki im. Władysława Szafera Polskiej Akademii Nauk,REPORTS_INSTITUTION,Polska,000325831,167,0,c21fd2c0-91d1-4bec-849c-ed0cf62231ec,,Lucyna,,6750001811,http://www.botany.pl,,31-512,,+48 12 4241700,,POLON,Działająca,1,Kraków,instytut naukowy PAN,ul. Lubicz,małopolskie,1765967405825,,bYCUNhDROBwukUMKDm2MWgQ,2,,6,Polska | małopolskie | Kraków | 31-512 | ul. Lubicz |  |  | 1953-10-05,2cc8ed07-3c06-47d4-b26a-64ab1f5df6eb | Polska Akademia Nauk | 1953-10-05,Działająca | 1953-10-05,instytut naukowy PAN | 1953-10-05,Instytut Botaniki im. Władysława Szafera Polskiej Akademii Nauk | 1953-10-05
